Make static person walk again via separating pose action from shape,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:001264973900001,GRAPHICAL MODELS,2024,JCR 二区,"聂勇伟,华南理工大学","赵美华,华南理工大学","张青,中山大学","Li Ping, Hong Kong Polytechnic University","朱健,广东工业大学","蔡红民,华南理工大学"
SketchSoup: Exploratory Ideation Using Design Sketches,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000417496200021,COMPUTER GRAPHICS FORUM,2017,JCR 二区,"Arora R., University of Toronto","Darolia I., Indian Institute of Technology System (IIT System)","Namboodiri V. P., Indian Institute of Technology System (IIT System)","Singh K., University of Toronto","Bousseau A., Inria Sophia Antipolis"
Creating Segments and Effects on Comics by Clustering Gaze Data,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000407591900002,ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS,2017,JCR 一区,"Thirunarayanan Ishwarya, State University System of Florida","Khetarpal Khimya, State University System of Florida","Koppal Sanjeev, State University System of Florida","Le Meur Olivier, Universite de Rennes","Shea John, State University System of Florida","Jain Eakta, State University System of Florida"
ActionSnapping: Motion-Based Video Synchronization,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000389385400010,"COMPUTER VISION - ECCV 2016, PT V",2016,JCR 四区,"Bazin Jean-Charles, Disney Res","Sorkine-Hornung Alexander, Disney Res"
Animating Still Landscape Photographs Through Cloud Motion Creation,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000367139700002,IEEE TRANSACTIONS ON MULTIMEDIA,2016,JCR 一区,"Jhou Wei-Cih, Academia Sinica - Taiwan","陈文煌,中国科学院台湾分院"
2.5D Cartoon Hair Modeling and Manipulation,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000351755700001,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2015,JCR 一区,"葉志國, 國立成功大學","Jayaraman Pradeep Kumar, Nanyang Technological University","Liu Xiaopei, Nanyang Technological University","Fu Chi-Wing, Nanyang Technological University","李同益,台湾成功大学"
IMAGE COLORIZATION VIA COLOR PROPAGATION AND RANK MINIMIZATION,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000371977804073,2015 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP),2016,JCR 一区,"Ling Yonggen, Hong Kong University of Science & Technology","区家驹,香港科技大学","Pang Jiahao, Hong Kong University of Science & Technology","曾进,香港科技大学","袁媛,香港科技大学","Zheng Amin, Hong Kong University of Science & Technology"
Multisensory Experience with Images,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000361137500007,2014 INTERNATIONAL CONFERENCE ON CYBERWORLDS (CW),2015,JCR 一区,"Chen Kan, Nanyang Technological University","Zhang Xingzi, Nanyang Technological University","Rasool Shahzad, Nanyang Technological University","Johan Henry, Nanyang Technological University","Sourin Alexei, Nanyang Technological University"
Example-Based Human Motion Extrapolation and Motion Repairing Using Contour Manifold,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000328948100005,IEEE TRANSACTIONS ON MULTIMEDIA,2014,JCR 一区,"Tang Nick C., Academia Sinica - Taiwan","许秋婷,国立清华大学","翁明芳,中央研究院 - 台湾","Lin Tsung-Yi, University of California System","Liao Hong-Yuan Mark, Academia Sinica - Taiwan"
A Simple Method to Animate Vegetation in Images Using Simulation-guided Grid-based Warping,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000355399900033,2013 INTERNATIONAL CONFERENCE ON COMPUTER-AIDED DESIGN AND COMPUTER GRAPHICS (CAD/GRAPHICS),2013,JCR 一区,"Chen Kan, Nanyang Technological University","Johan Henry, Nanyang Technological University"
Examplar-Based Object Posture Super-Resolution Using Manifold Learning,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000312670200025,2012 IEEE 14TH INTERNATIONAL WORKSHOP ON MULTIMEDIA SIGNAL PROCESSING (MMSP),2013,JCR 一区,"凌至泓,阳明交通大学","林家文,国立清华大学","许秋婷,国立清华大学","廖宏源,中央研究院 - 台湾"
Video from Nearly Still: an Application to Low Frame-rate Gait Recognition,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000309166201087,2012 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR),2012,JCR 一区,"Akae Naoki, Osaka University","Al Mansur, Osaka University","Makihara Yasushi, Osaka University","Yagi Yasushi, Osaka University"
Human Object Inpainting Using Manifold Learning-Based Posture Sequence Estimation,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000296016200011,IEEE TRANSACTIONS ON IMAGE PROCESSING,2011,JCR 一区,"凌致弘,阳明交通大学","Liang Yu-Ming, Aletheia University","林家文,清华大学","陈永胜,国立阳明交通大学","Liao Hong-Yuan Mark, Academia Sinica - Taiwan"
Modeling Urban Scenes in the Spatial-Temporal Space,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000295546500029,"COMPUTER VISION - ACCV 2010, PT II",2011,JCR 四区,"徐炯,西北工业大学","王庆,西北工业大学","Yang Jie, Carnegie Mellon University"
VIDEO OBJECT INPAINTING USING MANIFOLD-BASED ACTION PREDICTION,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000287728000105,2010 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,2010,JCR 一区,"凌致宏,国立阳明交通大学","Liang Yu-Ming, Aletheia University","林嘉文,清华大学","陈永胜,阳明交通大学","廖宏源,国立阳明交通大学"
